timestamp,lat,lon,alt,velocity_x,velocity_y,velocity_z,ground_speed,air_speed,heading,roll,pitch,yaw,battery_voltage,battery_current,battery_level,mode,armed,system_status,satellites_visible,fix_type
2026-05-28T14:40:44.737096,-35.363262,149.1652372,9.651,-0.01,0.01,-0.84,0.021874327212572098,0.8445180654525757,352,0.0037627574056386948,0.0032470340374857187,-0.12856246531009674,12.6,25.93,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:45.237747,-35.3632619,149.1652372,9.94,0.11,0.06,-0.35,0.1365899294614792,0.3799355626106262,352,0.0705379843711853,-0.10089457035064697,-0.13218079507350922,12.6,25.7,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:45.738208,-35.3632595,149.165239,9.996,1.09,0.72,0.0,1.314721703529358,1.3147368431091309,355,0.22632767260074615,-0.2735505998134613,-0.0844549685716629,12.6,28.71,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:46.238374,-35.3632519,149.1652453,9.972,2.3,1.56,0.0,2.7822420597076416,2.782247543334961,29,0.029233276844024658,-0.3437216579914093,0.5098496079444885,12.6,30.03,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:46.738821,-35.3632394,149.1652556,9.965,3.31,2.22,-0.03,3.9911746978759766,3.991353988647461,37,-0.020890308544039726,-0.3653625249862671,0.6514695882797241,12.6,30.04,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:47.239039,-35.3632225,149.1652695,9.975,4.25,2.84,-0.05,5.116880416870117,5.11712646484375,33,0.003385026240721345,-0.41653284430503845,0.584665060043335,12.6,30.25,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:47.739469,-35.3632014,149.1652867,9.989,5.21,3.48,-0.03,6.269809246063232,6.269933700561523,33,-0.0006273712497204542,-0.48472315073013306,0.5930075645446777,12.6,30.87,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:48.241553,-35.3631759,149.1653076,9.998,6.18,4.12,-0.02,7.434825420379639,7.434880256652832,34,-0.000633495394140482,-0.5223706960678101,0.5935418009757996,12.6,31.54,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:48.742070,-35.3631464,149.1653317,10.006,6.92,4.62,-0.02,8.328149795532227,8.3281831741333,33,0.000541840388905257,-0.5157495141029358,0.5925421714782715,12.6,31.33,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:49.242863,-35.3631145,149.1653578,10.017,7.09,4.74,-0.03,8.536794662475586,8.536877632141113,33,0.001799838850274682,-0.3578713536262512,0.5925713181495667,12.6,29.12,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:49.743473,-35.3630838,149.1653829,10.027,6.37,4.26,0.0,7.673183917999268,7.673185348510742,33,0.0029408608097583055,-0.14625833928585052,0.5926840901374817,12.6,27.4,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:50.244020,-35.3630568,149.1654049,10.021,5.5,3.68,0.01,6.619765758514404,6.619793891906738,33,0.0036717629991471767,-0.1099616140127182,0.5931344032287598,12.6,27.82,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:50.744633,-35.3630336,149.1654239,10.015,4.67,3.12,0.01,5.618395805358887,5.618411064147949,33,0.005646323785185814,-0.023244259878993034,0.5932859778404236,12.6,28.04,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:51.245150,-35.3630144,149.1654396,10.013,3.7,2.48,0.0,4.45637845993042,4.456384658813477,33,0.007410650607198477,0.0806913673877716,0.5932887196540833,12.6,28.36,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:51.747907,-35.3629999,149.1654514,10.016,2.6,1.75,0.0,3.1387386322021484,3.1387386322021484,33,0.007361442781984806,0.17211128771305084,0.5932733416557312,12.6,28.65,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:52.253663,-35.3629907,149.165459,10.022,1.42,0.98,0.0,1.7310547828674316,1.7310582399368286,34,0.019205449149012566,0.22883561253547668,0.5961012244224548,12.6,28.95,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:52.754125,-35.3629866,149.1654636,10.027,0.31,0.9,0.0,0.9535173177719116,0.9535226225852966,52,0.2646068334579468,0.010452663525938988,0.9230566024780273,12.6,28.79,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:53.254581,-35.362987,149.1654712,10.029,-0.37,2.01,0.0,2.049213409423828,2.0492234230041504,84,0.05775430053472519,-0.331548810005188,1.4671685695648193,12.6,29.61,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:53.755474,-35.3629882,149.1654856,10.03,-0.18,3.33,0.0,3.3414647579193115,3.341468095779419,95,-0.05881328880786896,-0.35149040818214417,1.674979567527771,12.6,29.83,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:54.256282,-35.3629889,149.1655067,10.032,-0.1,4.5,0.0,4.50251579284668,4.502521514892578,90,0.0016553608002141118,-0.39511701464653015,1.5750513076782227,12.6,29.95,96,GUIDED,True,ACTIVE,10,6
