timestamp,lat,lon,alt,velocity_x,velocity_y,velocity_z,ground_speed,air_speed,heading,roll,pitch,yaw,battery_voltage,battery_current,battery_level,mode,armed,system_status,satellites_visible,fix_type
2025-08-11T17:19:51.862555,-35.363262,149.1652812,9.547,-0.01,0.01,-0.56,0.020949555560946465,0.5633894205093384,359,0.002710511442273855,0.0030636857263743877,-0.01620938815176487,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:52.365754,-35.363262,149.1652812,9.664,-0.01,0.01,-0.41,0.019332610070705414,0.4108840525150299,359,0.0024747245479375124,0.0031906769145280123,-0.016140425577759743,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:52.866674,-35.363262,149.1652812,9.741,-0.01,0.01,-0.23,0.01813853345811367,0.2377920299768448,359,0.00272040581330657,0.0032111420296132565,-0.016152160242199898,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:53.367520,-35.363262,149.1652812,9.741,-0.01,0.01,-0.23,0.01813853345811367,0.2377920299768448,359,0.00272040581330657,0.0032111420296132565,-0.016152160242199898,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:53.868646,-35.363262,149.1652812,9.774,-0.01,0.01,-0.08,0.01716442033648491,0.08204026520252228,359,0.002728798659518361,0.0031986709218472242,-0.016128527000546455,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:54.369570,-35.363262,149.1652812,9.776,-0.01,0.01,0.01,0.01685277186334133,0.020753977820277214,359,0.0024749471340328455,0.003311129752546549,-0.016166899353265762,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:54.870527,-35.363262,149.1652813,9.764,-0.01,0.01,0.04,0.01641540229320526,0.04701874032616615,359,0.0024690383579581976,0.003250573528930545,-0.01611299440264702,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:55.371022,-35.363262,149.1652813,9.764,-0.01,0.01,0.04,0.01641540229320526,0.04701874032616615,359,0.0024690383579581976,0.003250573528930545,-0.01611299440264702,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:55.871789,-35.363262,149.1652813,9.75,-0.01,0.0,0.04,0.015940150246024132,0.04410649836063385,359,0.0026023979298770428,0.0032326839864253998,-0.01612592302262783,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:56.378129,-35.363262,149.1652813,9.423,0.0,0.0,2.43,0.00990570243448019,2.439225912094116,358,0.0010098700877279043,0.003208087757229805,-0.0178404301404953,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:56.879827,-35.363262,149.1652813,8.486,0.0,0.0,4.89,0.00206808396615088,4.895637512207031,358,0.00484755914658308,0.00448225112631917,-0.019299358129501343,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:57.381044,-35.363262,149.1652813,8.486,0.0,0.0,4.89,0.00206808396615088,4.895637512207031,358,0.00484755914658308,0.00448225112631917,-0.019299358129501343,12.6,0.0,100,GUIDED,True,ACTIVE,10,6
2025-08-11T17:19:57.882955,-35.363262,149.1652813,6.935,0.0,0.0,7.35,0.011926970444619656,7.355893135070801,358,0.00435651233419776,0.00504316296428442,-0.019521521404385567,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:19:58.383960,-35.363262,149.1652813,4.771,0.01,-0.01,9.8,0.019505543634295464,9.803674697875977,358,0.004197510425001383,0.005612189415842295,-0.018061313778162003,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:19:58.884994,-35.363262,149.1652813,4.771,0.01,-0.01,9.8,0.019505543634295464,9.803674697875977,358,0.004197510425001383,0.005612189415842295,-0.018061313778162003,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:19:59.385995,-35.3632619,149.1652813,1.988,0.02,-0.02,12.24,0.03140200302004814,12.2490873336792,359,0.004323705565184355,0.0059772757813334465,-0.013448607176542282,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:19:59.887775,-35.3632619,149.1652813,-0.074,-0.03,0.04,0.01,0.060226067900657654,0.06244592368602753,359,0.004586039576679468,0.004268871620297432,-0.0135574322193861,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:20:00.388604,-35.3632619,149.1652813,-0.074,-0.03,0.04,0.01,0.060226067900657654,0.06244592368602753,359,0.004586039576679468,0.004268871620297432,-0.0135574322193861,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:20:00.889951,-35.363262,149.1652813,-0.097,-0.04,0.04,0.01,0.06561468541622162,0.06826260685920715,359,0.004520870745182037,0.004276991356164217,-0.013761837966740131,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:20:01.391721,-35.363262,149.1652814,-0.102,-0.04,0.04,0.01,0.0608091875910759,0.06345993280410767,359,0.004115998279303312,0.003924289718270302,-0.013729789294302464,12.6,0.0,100,GUIDED,False,STANDBY,10,6
2025-08-11T17:20:01.892486,-35.363262,149.1652814,-0.099,-0.03,0.03,0.01,0.05332362651824951,0.055842217057943344,359,0.0038481312803924084,0.003692054422572255,-0.013646195642650127,12.6,0.0,100,GUIDED,False,STANDBY,10,6
