timestamp,lat,lon,alt,velocity_x,velocity_y,velocity_z,ground_speed,air_speed,heading,roll,pitch,yaw,battery_voltage,battery_current,battery_level,mode,armed,system_status,satellites_visible,fix_type
2026-05-28T14:40:46.236653,-35.363262,149.1652372,9.626,-0.01,0.01,-0.87,0.021787872537970543,0.8740134239196777,352,0.003452202072367072,0.003398418892174959,-0.12653356790542603,12.6,25.93,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:46.737625,-35.363262,149.1652372,9.929,-0.01,0.01,-0.38,0.021778514608740807,0.3886898458003998,352,0.003294447436928749,0.0028737743850797415,-0.12657496333122253,12.6,25.68,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:47.238306,-35.363262,149.1652372,9.998,-0.01,0.01,0.0,0.01990324817597866,0.021040895953774452,352,0.002433763351291418,0.0026440296787768602,-0.12655362486839294,12.6,26.9,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:47.738722,-35.363262,149.1652373,9.964,-0.01,0.01,0.03,0.016614528372883797,0.03886140137910843,352,0.0016925958916544914,0.0026107633020728827,-0.1265770047903061,12.6,28.33,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:48.239404,-35.363262,149.1652373,9.945,-0.01,0.0,-0.02,0.013307507149875164,0.02632775716483593,352,0.0019112975569441915,0.0024889970663934946,-0.12655435502529144,12.6,28.43,98,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:48.739960,-35.363262,149.1652373,9.95,0.0,0.0,-0.04,0.011717495508491993,0.050010111182928085,352,0.0027407926972955465,0.002939872443675995,-0.12653931975364685,12.6,28.21,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:49.240445,-35.363262,149.1652373,9.966,-0.01,0.0,-0.04,0.013241459615528584,0.04493384063243866,352,0.0031416271813213825,0.003179289633408189,-0.1265609860420227,12.6,28.07,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:49.741063,-35.363262,149.1652373,9.979,-0.01,0.01,-0.02,0.016377704218029976,0.03118235245347023,352,0.00336827477440238,0.0035198568366467953,-0.1264258474111557,12.6,28.04,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:50.242759,-35.363262,149.1652373,9.982,-0.01,0.01,-0.01,0.0177282877266407,0.024834444746375084,352,0.003032637294381857,0.002899901010096073,-0.12651412189006805,12.6,28.12,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:50.743369,-35.363262,149.1652372,9.987,-0.01,0.01,-0.01,0.018566761165857315,0.02347421646118164,352,0.004102112725377083,0.003208586946129799,-0.1266653686761856,12.6,28.09,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:51.243968,-35.363262,149.1652372,9.99,-0.01,0.01,0.0,0.022658666595816612,0.024673141539096832,352,0.004524515010416508,0.00333872577175498,-0.12656784057617188,12.6,28.09,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:51.744635,-35.363262,149.1652372,9.99,-0.01,0.02,0.0,0.02738642506301403,0.028896713629364967,352,0.004063657950609922,0.003419366665184498,-0.12671808898448944,12.6,28.14,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:52.246008,-35.363262,149.1652372,9.993,-0.01,0.02,0.0,0.029014281928539276,0.02997187338769436,352,0.003546398365870118,0.003213975578546524,-0.1267474740743637,12.6,28.12,97,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:52.746733,-35.363262,149.1652372,9.995,-0.01,0.02,0.0,0.029951175674796104,0.030351275578141212,352,0.003790074959397316,0.0031785552855581045,-0.12673014402389526,12.6,28.14,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:53.247341,-35.363262,149.1652371,9.994,-0.01,0.02,0.0,0.030365750193595886,0.03080344758927822,352,0.0034962480422109365,0.0029565575532615185,-0.12679137289524078,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:53.747558,-35.363262,149.1652371,9.997,-0.01,0.02,0.0,0.031147589907050133,0.03142572566866875,352,0.0034515296574681997,0.004063551314175129,-0.12677283585071564,12.6,28.09,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:54.248280,-35.3632619,149.1652371,9.998,-0.02,0.02,0.0,0.033654917031526566,0.03373028710484505,352,0.003200279548764229,0.004271873272955418,-0.12664330005645752,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:54.748999,-35.3632619,149.1652371,9.999,-0.02,0.02,0.0,0.035929251462221146,0.03596906736493111,352,0.0030348014552146196,0.003919357433915138,-0.12669041752815247,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:55.249491,-35.3632619,149.1652371,10.0,-0.02,0.02,0.0,0.03563486784696579,0.03563757613301277,352,0.003006001003086567,0.003304875921458006,-0.12658186256885529,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:55.750337,-35.3632619,149.1652371,10.001,-0.02,0.02,0.0,0.03482584282755852,0.03483925014734268,352,0.0030589040834456682,0.003079748945310712,-0.12661507725715637,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:56.250881,-35.3632619,149.1652371,10.001,-0.02,0.02,0.0,0.03358815982937813,0.033612970262765884,352,0.0026420247741043568,0.0029008223209530115,-0.1267019510269165,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:56.751626,-35.3632619,149.1652371,10.002,-0.02,0.02,0.0,0.031687963753938675,0.031745076179504395,352,0.002389598172158003,0.0028493490535765886,-0.12668170034885406,12.6,28.12,96,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:57.252451,-35.3632619,149.1652372,10.001,-0.02,0.01,0.0,0.02982007898390293,0.02987629547715187,352,0.002465439960360527,0.0022542427759617567,-0.12665894627571106,12.6,28.12,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:57.752965,-35.3632619,149.1652372,10.001,-0.01,0.01,0.0,0.026860615238547325,0.026904772967100143,352,0.0028369559440761805,0.0015747623983770609,-0.1267130970954895,12.6,28.09,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:58.253846,-35.3632619,149.1652372,10.002,-0.01,0.01,0.0,0.023547768592834473,0.02361195906996727,352,0.0027282300870865583,0.0018664734670892358,-0.12678785622119904,12.6,28.14,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:58.754151,-35.3632619,149.1652372,10.003,-0.01,0.01,0.0,0.022692902013659477,0.022905025631189346,352,0.0023673041723668575,0.0022658591624349356,-0.1267906278371811,12.6,28.12,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:59.254782,-35.3632619,149.1652372,10.004,-0.01,0.01,0.0,0.021096134558320045,0.02147623337805271,352,0.0016309478087350726,0.0023570647463202477,-0.12682294845581055,12.6,28.09,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:40:59.755530,-35.3632619,149.1652372,10.004,-0.01,0.01,0.0,0.01921914890408516,0.01969471015036106,352,0.001606680452823639,0.00235345889814198,-0.1267748475074768,12.6,28.09,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:00.256486,-35.3632619,149.1652372,10.004,-0.01,0.01,0.0,0.01794004999101162,0.018438275903463364,352,0.0019342743325978518,0.002221074653789401,-0.12681099772453308,12.6,28.12,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:00.757078,-35.3632619,149.1652372,10.004,-0.01,0.01,0.0,0.017693713307380676,0.018195325508713722,352,0.002292488468810916,0.0022725549060851336,-0.12675468623638153,12.6,28.12,95,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:01.257748,-35.3632619,149.1652372,10.004,-0.01,0.01,0.0,0.018287334591150284,0.01873100735247135,352,0.002190397819504142,0.0022213419433683157,-0.12681011855602264,12.6,28.09,94,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:01.758408,-35.3632619,149.1652372,10.002,-0.01,0.01,0.0,0.01871400699019432,0.019024476408958435,352,0.0021311785094439983,0.002239427762106061,-0.12687452137470245,12.6,28.12,94,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:02.259115,-35.3632619,149.1652372,10.001,-0.01,0.01,0.0,0.018484000116586685,0.018557598814368248,352,0.002007617149502039,0.0019483318319544196,-0.12678726017475128,12.6,28.12,94,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:02.759791,-35.3632619,149.1652372,10.0,-0.01,0.01,0.0,0.018026098608970642,0.018033646047115326,352,0.0019829217344522476,0.002284880029037595,-0.1267586201429367,12.6,28.12,94,GUIDED,True,ACTIVE,10,6
2026-05-28T14:41:03.260345,-35.3632619,149.1652372,10.0,-0.01,0.01,0.0,0.01826268434524536,0.01826287806034088,352,0.0020016133785247803,0.002358261961489916,-0.12677356600761414,12.6,28.12,94,GUIDED,True,ACTIVE,10,6
